Shipment_ID,Transport,Department,Pickup_time,Pickup_date,Delivery_time,Delivery_date,Collection_Name,Collection_City,Collection_Address,Collection_Postal_Code,Collection_Country,Delivery_Name,Delivery_City,Delivery_Address,Delivery_Postal_Code,Delivery_Country,Weight,Volume,Ldm,Content,Units,Unit_type,Hazardous,Cost,Finance_Department,Incoterm,Customer,Loading_Instructions,Customer_Reference,Additional_Information,Services,min_temperature,max_temperature,stops
ECCO8-09BNX,,NAESJ,23:59-23:59,2026-02-20,12:00-13:30,2026-02-20,ECCO A/S,TØNDER,SKOVÆNGET 20,6270.0,DK,FOLKEKIRKENS NØDHJÆLP,ALBERTSLUND,HERSTEDVANG 10 DK-2620 ALBERTSLUND,2620.0,DK,1974,12.636,5.6,101 CLL - 15015 PIEC,14,PLL,False,4200.0,NAESJ,DAP,ECCO A/S,,,,,-99.0,99.0,
HAY01-AB51P,,NAESJ,23:59-23:59,2026-02-18,23:59-23:59,2026-02-18,HAY,HORSENS,C/O DSV - PORT 671-681 MOSSVEJ 27,8700.0,DK,HOLMRISB8 SOLRØD,SOLRØD STRAND,TRANEHOLMVEJ 2.1 PORT 28-29,2680.0,DK,1357,18.888,4.4,FURNITURE/LIGHTING,8,CLL,False,5300.0,NAESJ,DAP,HAY,,,,,-99.0,99.0,
HAY01-ABV2Q,,NAESJ,23:00-23:59,2026-02-09,23:59-23:59,2026-02-09,BTK HVIDOVRE,HERFØLGE,SOLVANGSVEJ 7 DK-4681 HERFØLGE,4681.0,DK,HAY APS WAREHOUSE,HORSENS,METEORVEJ 18 DK-8700 HORSENS,8700.0,DK,1675,30.1,9.4,PALISSADE,17,PLT,False,2600.0,NAESJ,DAP,BTK HVIDOVRE,,,,,-99.0,99.0,
HAY01-AB2N6,,NAESJ,00:01-23:59,2026-02-13,00:01-23:59,2026-02-13,HAY,HORSENS,C/O DSV - PORT 671-681 MOSSVEJ 27,8700.0,DK,MAGASIN DU NORD C/O DSV SOLUTION A,HEDEHUSENE,HEDELANDSVEJ 28B PORT 139-142,2640.0,DK,1043,13.698,3.0,FURNITURE/LIGHTING,6,CLL,False,4600.0,NAESJ,DAP,HAY,,,,,-99.0,99.0,
HAY01-ABK3P,,NAESJ,00:01-23:59,2026-02-09,00:01-23:59,2026-02-09,HAY,HORSENS,C/O DSV - PORT 671-681 MOSSVEJ 27,8700.0,DK,HOLMRISB8 SOLRØD,SOLRØD STRAND,TRANEHOLMVEJ 2.1 PORT 28-29,2680.0,DK,395,2.982,2.2,FURNITURE/LIGHTING,2,PXL,False,4100.0,NAESJ,DAP,HAY,,,,,-99.0,99.0,
HAY01-AB56D,,NAESJ,10:00-19:00,2026-02-16,09:00-09:00,2026-02-16,HAY,HORSENS,C/O DSV - PORT 671-681 MOSSVEJ 27,8700.0,DK,KØGE FLYTTEFORRETNING,HERFØLGE,SOLVANGSVEJ 7,4681.0,DK,668,13.96,3.2,FURNITURE/LIGHTING,6,CLL,False,4700.0,NAESJ,DAP,HAY,,,,,-99.0,99.0,
HAY01-ABAE9,,NAESJ,00:01-23:59,2026-02-17,00:01-08:30,2026-02-17,BTK,HERFØLGE,SOLVANGSVEJ 7 Ring inden Per 21969010,4681.0,DK,HAY APS,HORSENS,METEORVEJ 18 DK-8700 HORSENS,8700.0,DK,1000,20.0,5.1,FURNITURE,9,PLT,False,1900.0,NAESJ,DAP,BTK,,,,,-99.0,99.0,
HDAMS-05T20,,NAESJ,10:00-19:00,2026-02-12,23:59-23:59,2026-02-12,H. DAM KÆRGAARD C/O DSV SOLUTIONS,HORSENS,MOSSVEJ 27 PORT 606,8700.0,DK,CENTER FOR ØKONOMI,BRØNDBY,PRIORPARKEN 464 PORT 6 - 8,2605.0,DK,964,6.353,4.4,,11,PLL,False,5300.0,NAESJ,DAP,H. DAM KÆRGAARD C/O DSV SOLUTIONS,,,,,-99.0,99.0,
HDAMS-05SKK,,NAESJ,00:01-23:59,2026-02-09,00:01-23:59,2026-02-09,H. DAM KÆRGAARD C/O DSV SOLUTIONS,HORSENS,MOSSVEJ 27 PORT 606,8700.0,DK,REGION HOVEDSTADEN - REGIONSLAG,GLOSTRUP,FABRIKSPARKEN 22 PORT 6 + 7,2600.0,DK,1989,5.472,3.2,,8,PLL,False,4700.0,NAESJ,DAP,H. DAM KÆRGAARD C/O DSV SOLUTIONS,,,,,-99.0,99.0,
HDAMS-05V2N,,NAESJ,00:01-23:59,2026-02-09,00:01-23:59,2026-02-09,H. DAM KÆRGAARD C/O DSV SOLUTIONS,HORSENS,MOSSVEJ 27 PORT 606,8700.0,DK,CENTER FOR ØKONOMI,BRØNDBY,PRIORPARKEN 464 PORT 6 - 8,2605.0,DK,1154,8.803,2.4,,6,PLL,False,4200.0,NAESJ,DAP,H. DAM KÆRGAARD C/O DSV SOLUTIONS,,,,,-99.0,99.0,
HORLO-2AS3Z,,NAESJ,00:01-23:59,2026-02-13,00:01-23:59,2026-02-13,FIPROS A/S,EBBERUP,RYBERGSVEJ 1,5631.0,DK,OTERRA A/S,HVIDOVRE,HAMMERHOLMEN 17 DK-2650 HVIDOVRE,2650.0,DK,20000,0.0,12.8,NATURAL COLORS,32,PLL,False,5600.0,NAESJ,DAP,FIPROS A/S,,,,,-99.0,99.0,
HORLO-2AO6Y,,NAESJ,00:01-23:59,2026-02-09,00:01-23:59,2026-02-07,OTERRA A/S,HVIDOVRE,HAMMERHOLMEN 17 DK-2650 HVIDOVRE,2650.0,DK,FIPROS A/S,EBBERUP,RYBERGSVEJ 1,5631.0,DK,8000,0.0,13.6,NATURAL COLORS,17,IPL,False,1900.0,NAESJ,DAP,OTERRA A/S,,,,,-99.0,99.0,
HORLO-2AUBP,,NAESJ,00:01-23:59,2026-02-09,00:01-23:59,2026-02-09,OTERRA A/S,HVIDOVRE,HAMMERHOLMEN 17 DK-2650 HVIDOVRE,2650.0,DK,FIPROS A/S,EBBERUP,RYBERGSVEJ 1,5631.0,DK,7000,0.0,13.6,NATURAL COLORS,11,IPL,False,1900.0,NAESJ,DAP,OTERRA A/S,,,,,-99.0,99.0,
KEY04-AKJ5F,,NAESJ,08:00-12:30,2026-02-17,15:00-15:00,2026-02-17,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,STRYHNS A/S,FØLLENSLEV,HAVNEVEJ 32 - PORT 8 HAVNSØ,4591.0,DK,9375,77.966,13.2,UNSPECIFIED GOODS,66,EUR,False,7500.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-AL1S2,,NAESJ,00:01-23:59,2026-02-13,00:01-23:59,2026-02-13,DSV KONTRAKT,ROSKILDE,LANGEBJERG 3,4000.0,DK,DSV ROAD A/S,HORSENS,MOSSVEJ 25-29,8700.0,DK,1163,26.29,4.4,766602,6,CLL,False,1800.0,NAESJ,DAP,DSV KONTRAKT,,,,,-99.0,99.0,
KEY04-ALJTU,,NAESJ,00:01-23:59,2026-02-16,00:01-23:59,2026-02-16,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,MULTILINE A/S,SORØ,KIRKEBJERGVEJ 17 DK-4180 SORØ,4180.0,DK,3662,16.45,3.6,UNSPECIFIED GOODS,18,EUR,False,4200.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-AL2D9,,NAESJ,00:01-23:59,2026-02-16,00:01-23:59,2026-02-16,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,BUNZL DISTRIBUTION DANMARK A/S POR,GREVE,GREVE MAIN 30 DK-2670 GREVE,2670.0,DK,5251,50.106,10.0,UNSPECIFIED GOODS,48,EUR,False,7000.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-ALNZ7,,NAESJ,00:01-23:59,2026-02-17,00:01-23:59,2026-02-17,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,STRYHNS A/S,FØLLENSLEV,HAVNEVEJ 32 - PORT 8 HAVNSØ,4591.0,DK,9424,77.966,13.2,UNSPECIFIED GOODS,66,EUR,False,7500.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-ALFJN,,NAESJ,08:00-12:00,2026-02-17,00:01-23:59,2026-02-19,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,DAGROFA FOODSERVICE (ØST),ISHØJ,VEJLEÅVEJ 13 PORT 30-34,2635.0,DK,1683,19.721,4.0,UNSPECIFIED GOODS,20,EUR,False,4400.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-ALIZJ,,NAESJ,00:01-23:59,2026-02-16,00:01-23:59,2026-02-16,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,BUNZL DISTRIBUTION DANMARK A/S POR,GREVE,GREVE MAIN 30 DK-2670 GREVE,2670.0,DK,3820,39.894,8.4,UNSPECIFIED GOODS,40,EUR,False,6300.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-AL7DI,,NAESJ,00:01-23:59,2026-02-13,00:01-23:59,2026-02-13,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,DELICATE A/S,GREVE,GREVE MAIN 12 DK-2670 GREVE,2670.0,DK,1299,12.524,2.8,UNSPECIFIED GOODS,13,EUR,False,3800.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-ALTW4,,NAESJ,15:00-15:00,2026-02-17,19:00-23:59,2026-02-17,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,BUNZL DISTRIBUTION DANMARK A/S POR,GREVE,GREVE MAIN 30 DK-2670 GREVE,2670.0,DK,62,1.008,0.2,UNSPECIFIED GOODS,1,EUR,False,2700.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-ALAOC,,NAESJ,08:00-12:00,2026-02-17,15:00-15:00,2026-02-17,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,BUNZL DISTRIBUTION DANMARK A/S POR,GREVE,GREVE MAIN 30 DK-2670 GREVE,2670.0,DK,385,3.237,0.8,UNSPECIFIED GOODS,4,EUR,False,3000.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-ALLFQ,,NAESJ,08:00-15:00,2026-02-17,00:01-23:59,2026-02-19,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,BUNZL DISTRIBUTION DANMARK A/S POR,GREVE,GREVE MAIN 30 DK-2670 GREVE,2670.0,DK,896,10.862,2.2,UNSPECIFIED GOODS,11,EUR,False,3600.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-ALNV3,,NAESJ,08:00-15:00,2026-02-17,00:01-23:59,2026-02-19,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,BUNZL DISTRIBUTION DANMARK A/S POR,GREVE,GREVE MAIN 30 DK-2670 GREVE,2670.0,DK,2563,32.546,6.8,UNSPECIFIED GOODS,34,EUR,False,5600.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-AL4BF,,NAESJ,00:01-23:59,2026-02-17,00:01-23:59,2026-02-17,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,STRYHNS A/S,FØLLENSLEV,HAVNEVEJ 32 - PORT 8 HAVNSØ,4591.0,DK,9375,77.965,13.2,UNSPECIFIED GOODS,66,EUR,False,7500.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-AL3WH,,NAESJ,00:01-23:59,2026-02-12,00:01-23:59,2026-02-12,stryhns a/s,FØLLENSLEV,havenevej 32 - port 8,4591.0,DK,FAERCH A/S,HOLSTEBRO,RASMUS FAERCHS VEJ 1,7500.0,DK,16244,1.891,13.2,GOODS,33,EUR,False,2500.0,NAESJ,DAP,stryhns a/s,,,,,-99.0,99.0,
KEY04-AMMWF,,NAESJ,07:00-14:00,2026-02-18,00:01-23:59,2026-02-18,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,BUNZL DISTRIBUTION DANMARK A/S POR,GREVE,GREVE MAIN 30 DK-2670 GREVE,2670.0,DK,3359,36.234,7.2,UNSPECIFIED GOODS,36,EUR,False,5800.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
KEY04-AM1M8,,NAESJ,00:01-23:59,2026-02-17,00:01-23:59,2026-02-17,FAERCH A/S,HOLSTEBRO,RASMUS FÆRCHS VEJ 1 DK-7500 HOLSTEBRO,7500.0,DK,STRYHNS A/S,FØLLENSLEV,HAVNEVEJ 32 - PORT 8 HAVNSØ,4591.0,DK,9152,78.846,13.2,UNSPECIFIED GOODS,66,EUR,False,7500.0,NAESJ,DAP,FAERCH A/S,,,,,-99.0,99.0,
NAESJ-DQHV4,,NAESJ,00:01-23:59,2026-02-09,00:01-23:59,2026-02-09,FUNKISFOOD APS,SKJERN,FELDSINGVEJ 3 DK-6900 SKJERN,6900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,6988,0.0,6.8,UNSPECIFIED GOODS,17,PLL,False,5100.0,NAESJ,DAP,FUNKISFOOD APS,,,,,-99.0,99.0,
NAESJ-DQ281,,NAESJ,00:01-23:59,2026-02-09,00:01-23:59,2026-02-09,FUNKISFOOD APS,SKJERN,FELDSINGVEJ 3 DK-6900 SKJERN,6900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,4805,0.0,5.2,UNSPECIFIED GOODS,13,PLL,False,4500.0,NAESJ,DAP,FUNKISFOOD APS,,,,,-99.0,99.0,
NAESJ-DQ1L7,,NAESJ,00:01-23:59,2026-02-10,00:01-23:59,2026-02-10,GS/URTEKRAM A/S (AFHENTNING)/MIDSO,HOBRO,BENSHØJ INDUSTRIVEJ 20 DK-9500 HOBRO,9500.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,2817,0.0,3.2,UNSPECIFIED GOODS,8,PLL,False,5100.0,NAESJ,DAP,GS/URTEKRAM A/S (AFHENTNING)/MIDSO,,,,,-99.0,99.0,
NAESJ-DQPSK,,NAESJ,23:59-23:59,2026-02-11,00:01-00:01,2026-02-12,GS/SCANDIC FOOD - AFH. TAARS/SCAND,TÅRS,INDUSTRIVEJ 3 DK-9830 TÅRS,9830.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,2723,0.0,2.0,UNSPECIFIED GOODS,5,PLL,False,4600.0,NAESJ,DAP,GS/SCANDIC FOOD - AFH. TAARS/SCAND,,,,,-99.0,99.0,
NAESJ-DQH1T,,NAESJ,23:59-23:59,2026-02-11,23:59-23:59,2026-02-11,FYNBO FOODS A/S,VRÅ,SIGENVEJ 9 DK-9760 VRÅ,9760.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,7818,0.0,4.0,UNSPECIFIED GOODS,10,PLL,False,5700.0,NAESJ,DAP,FYNBO FOODS A/S,,,,,-99.0,99.0,
NAESJ-DQE8W,,NAESJ,00:01-00:01,2026-02-18,00:01-23:59,2026-02-18,BKI FOODS A/S,HØJBJERG,SØREN NYMARKS VEJ 7 DK-8270 HØJBJERG,8270.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,905,0.0,1.6,UNSPECIFIED GOODS,4,PLL,False,3700.0,NAESJ,DAP,BKI FOODS A/S,,,,,-99.0,99.0,
NAESJ-DQDHZ,,NAESJ,00:01-23:59,2026-02-11,00:01-23:59,2026-02-11,GS/URTEKRAM A/S (AFHENTNING)/MIDSO,HOBRO,BENSHØJ INDUSTRIVEJ 20 DK-9500 HOBRO,9500.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,9310,0.0,13.2,UNSPECIFIED GOODS,33,PLL,False,9500.0,NAESJ,DAP,GS/URTEKRAM A/S (AFHENTNING)/MIDSO,,,,,-99.0,99.0,
NAESJ-DQW6K,,NAESJ,00:01-23:59,2026-02-16,00:01-23:59,2026-02-16,GS/URTEKRAM A/S (AFHENTNING)/MIDSO,HOBRO,BENSHØJ INDUSTRIVEJ 20 DK-9500 HOBRO,9500.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,642,0.0,1.6,UNSPECIFIED GOODS,4,PLL,False,4200.0,NAESJ,DAP,GS/URTEKRAM A/S (AFHENTNING)/MIDSO,,,,,-99.0,99.0,
NAESJ-DQKD5,,NAESJ,00:01-23:59,2026-02-16,00:01-23:59,2026-02-16,GS/BS-IMPORT APS/GS BS-IMPORT APS,THISTED,HÅNDVÆRKERVEJ 5 DK-7700 THISTED,7700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,3168,0.0,13.2,UNSPECIFIED GOODS,33,PLL,False,7700.0,NAESJ,DAP,GS/BS-IMPORT APS/GS BS-IMPORT APS,,,,,-99.0,99.0,
NAESJ-DQKA8,,NAESJ,00:01-23:59,2026-02-16,00:01-23:59,2026-02-16,GS/URTEKRAM A/S (AFHENTNING)/MIDSO,HOBRO,BENSHØJ INDUSTRIVEJ 20 DK-9500 HOBRO,9500.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,1064,0.0,0.8,UNSPECIFIED GOODS,2,PLL,False,3800.0,NAESJ,DAP,GS/URTEKRAM A/S (AFHENTNING)/MIDSO,,,,,-99.0,99.0,
NAESJ-DQ1A2,,NAESJ,00:01-23:59,2026-02-17,00:30-23:59,2026-02-11,GS/BS-IMPORT APS/GS BS-IMPORT APS,THISTED,HÅNDVÆRKERVEJ 5 DK-7700 THISTED,7700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,384,0.0,1.6,UNSPECIFIED GOODS,4,PLL,False,3400.0,NAESJ,DAP,GS/BS-IMPORT APS/GS BS-IMPORT APS,,,,,-99.0,99.0,
NAESJ-DQA58,,NAESJ,00:01-23:59,2026-02-13,00:01-23:59,2026-02-13,FUNKISFOOD APS,SKJERN,FELDSINGVEJ 3 DK-6900 SKJERN,6900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,3841,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,3900.0,NAESJ,DAP,FUNKISFOOD APS,,,,,-99.0,99.0,
NAESJ-DQOQI,,NAESJ,06:00-11:30,2026-02-13,07:00-14:00,2026-02-13,FUNKISFOOD APS,SKJERN,FELDSINGVEJ 3 DK-6900 SKJERN,6900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,7430,0.0,8.0,UNSPECIFIED GOODS,20,PLL,False,5600.0,NAESJ,DAP,FUNKISFOOD APS,,,,,-99.0,99.0,
NAESJ-DQV56,,NAESJ,00:30-23:59,2026-02-09,00:01-23:59,2026-02-09,GS/PAKKERIET/FUNKISFOOD APS,SKJERN,FELDSINGVEJ 3 DK-6900 SKJERN,6900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,11238,0.0,11.2,UNSPECIFIED GOODS,28,PLL,False,6900.0,NAESJ,DAP,GS/PAKKERIET/FUNKISFOOD APS,,,,,-99.0,99.0,
NAESJ-DQ8PI,,NAESJ,00:01-23:59,2026-02-10,00:01-16:00,2026-02-10,BEST FRIEND DENMARK A/S,HASSELAGER,BIRKEGAARDSVEJ 3 DK-8361 HASSELAGER,8361.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,708,0.0,1.6,UNSPECIFIED GOODS,4,PLL,False,3700.0,NAESJ,DAP,BEST FRIEND DENMARK A/S,,,,,-99.0,99.0,
NAESJ-DQAMQ,,NAESJ,12:00-16:00,2026-02-20,19:30-23:59,2026-02-20,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,HOBRO,HAVREVÆNGET 11 DK-9500 HOBRO,9500.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,6492,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,5300.0,NAESJ,DAP,GS/NOPA NORDIC A/S/NOPA NORDIC A/S,,,,,-99.0,99.0,
NAESJ-DQPNZ,,NAESJ,07:00-14:00,2026-02-11,07:00-14:00,2026-02-11,FYNBO FOODS A/S,VRÅ,SIGENVEJ 9 DK-9760 VRÅ,9760.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,12631,0.0,4.8,UNSPECIFIED GOODS,16,PLL,False,6200.0,NAESJ,DAP,FYNBO FOODS A/S,,,,,-99.0,99.0,
NAESJ-DQ6A1,,NAESJ,15:00-15:00,2026-02-16,12:30-14:30,2026-02-16,FUNKISFOOD APS,SKJERN,FELDSINGVEJ 3 DK-6900 SKJERN,6900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,9060,0.0,8.8,UNSPECIFIED GOODS,22,PLL,False,5900.0,NAESJ,DAP,FUNKISFOOD APS,,,,,-99.0,99.0,
NAESJ-DQ57Q,,NAESJ,00:01-23:59,2026-02-13,00:01-23:59,2026-02-13,GS/VALSEMØLLEN - AFHENTNING GRP. 8,ESBJERG,TOLDBODVEJ 7 DK-6700 ESBJERG,6700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,6276,0.0,6.0,UNSPECIFIED GOODS,15,PLL,False,4700.0,NAESJ,DAP,GS/VALSEMØLLEN - AFHENTNING GRP. 8,,,,,-99.0,99.0,
NAESJ-DQ60A,,NAESJ,00:01-23:59,2026-02-20,00:01-23:59,2026-02-20,GS/LMC DK C/O/LANTMÄNNEN CEREALIA,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,3252,0.0,8.0,UNSPECIFIED GOODS,33,PLL,False,7100.0,NAESJ,DAP,GS/LMC DK C/O/LANTMÄNNEN CEREALIA,,,,,-99.0,99.0,
NAESJ-DQ683,,NAESJ,08:00-16:00,2026-02-16,09:00-09:00,2026-02-16,GS/LMC DK C/O/LANTMÄNNEN CEREALIA,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,1998,0.0,8.0,UNSPECIFIED GOODS,20,PLL,False,7100.0,NAESJ,DAP,GS/LMC DK C/O/LANTMÄNNEN CEREALIA,,,,,-99.0,99.0,
NAESJ-DQFHO,,NAESJ,08:00-13:30,2026-02-11,04:00-23:59,2026-02-11,GS/INSULA DANMARK A/S/AMANDA SEAFO,FREDERIKSHAVN,"HOBROGADE, PORT 10 DK-9900 FREDERIKSHAVN",9900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,3627,0.0,2.8,UNSPECIFIED GOODS,7,PLL,False,5100.0,NAESJ,DAP,GS/INSULA DANMARK A/S/AMANDA SEAFO,,,,,-99.0,99.0,
NAESJ-DQU2H,,NAESJ,00:01-23:59,2026-02-09,00:01-23:59,2026-02-09,GS/INSULA DANMARK A/S/AMANDA SEAFO,FREDERIKSHAVN,"HOBROGADE, PORT 10 DK-9900 FREDERIKSHAVN",9900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,7199,0.0,4.4,UNSPECIFIED GOODS,11,PLL,False,6000.0,NAESJ,DAP,GS/INSULA DANMARK A/S/AMANDA SEAFO,,,,,-99.0,99.0,
NAESJ-DQE4L,,NAESJ,08:00-16:00,2026-02-16,08:00-12:00,2026-02-16,GS/PAKKERIET/FUNKISFOOD APS,SKJERN,FELDSINGVEJ 3 DK-6900 SKJERN,6900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,6446,0.0,4.4,UNSPECIFIED GOODS,11,PLL,False,4200.0,NAESJ,DAP,GS/PAKKERIET/FUNKISFOOD APS,,,,,-99.0,99.0,
NAESJ-DQV5K,,NAESJ,00:01-23:59,2026-02-11,00:01-23:59,2026-02-11,FUNKISFOOD APS,SKJERN,FELDSINGVEJ 3 DK-6900 SKJERN,6900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,4773,0.0,5.2,UNSPECIFIED GOODS,13,PLL,False,4500.0,NAESJ,DAP,FUNKISFOOD APS,,,,,-99.0,99.0,
NAESJ-DQ77T,,NAESJ,16:30-16:30,2026-02-16,23:59-23:59,2026-02-16,GS/DSV/LEIGHTON FOODS A/S,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,2005,0.0,3.2,UNSPECIFIED GOODS,8,PLL,False,4700.0,NAESJ,DAP,GS/DSV/LEIGHTON FOODS A/S,,,,,-99.0,99.0,
NAESJ-DQ6R6,,NAESJ,00:01-23:59,2026-02-16,00:01-23:59,2026-02-16,THE WHOLE COMPANY FOOD A/S,VADUM,CHARLES LINDBERGHSVEJ 15 DK-9430 VADUM,9430.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,965,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,5200.0,NAESJ,DAP,THE WHOLE COMPANY FOOD A/S,,,,,-99.0,99.0,
NAESJ-DQ4HN,,NAESJ,00:01-23:59,2026-02-17,00:01-23:59,2026-02-17,GS/DSV/LEIGHTON FOODS A/S,HORSENS,MOSSVEJ 27 DK-8700 HORSENS,8700.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,10593,0.0,13.2,UNSPECIFIED GOODS,33,PLL,False,8700.0,NAESJ,DAP,GS/DSV/LEIGHTON FOODS A/S,,,,,-99.0,99.0,
NAESJ-DQB4J,,NAESJ,00:01-23:59,2026-02-16,00:01-23:59,2026-02-16,KNÆK OG BRÆK APS,HOBRO,IDRÆTSVEJ 3 DK-9500 HOBRO,9500.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,204,0.0,0.4,UNSPECIFIED GOODS,1,PLL,False,3500.0,NAESJ,DAP,KNÆK OG BRÆK APS,,,,,-99.0,99.0,
NAESJ-DQ3MN,,NAESJ,00:01-23:59,2026-02-17,00:01-23:59,2026-02-17,FUNKISFOOD APS,SKJERN,FELDSINGVEJ 3 DK-6900 SKJERN,6900.0,DK,NETTO,KØGE,MIMERSVEJ 1 DK-4600 KØGE,4600.0,DK,3769,0.0,3.6,UNSPECIFIED GOODS,9,PLL,False,3900.0,NAESJ,DAP,FUNKISFOOD APS,,,,,-99.0,99.0,
